,name,skills,category,country,rating,reviews,price
839,Renato Mefi,"['Software Architecture', 'software Engineering', 'Engineering management', 'platform Engineering', 'Kafka', 'Apache Kafka']",,Netherlands,5.0,2.0,
840,Valentino Pellegrino,"['JavaScript', 'Typescript', 'Frontend', 'Web Development', 'Java', 'React', 'NodeJS', 'Software Engineering', 'Software Architecture', 'Software Development', 'Architecture', 'UI Design', 'Product Design', 'HTML', 'Programming', 'Coding', 'UX Design']",,Italy,5.0,2.0,
841,Terry O'Leary,"['agile', 'scrum', 'coaching', 'Scaling teams', 'Management', 'Agile Development', 'Product', 'Scaling', 'lean', 'Jira', 'Culture', 'Mindset', 'Strategy', 'Startup', 'Leadership', 'Product Management', 'agile coach', 'Business & Management', 'Web Development', 'Consulting']",,United Kingdom,,,
842,Tim Decker,"['Interview Preparation', 'Resume', 'Resume Writing', 'Crisis Management', 'Trust & Safety', 'Incident Management', 'Career', 'Interview', 'Coaching']",,United States of America,,,
843,Seger Steele,"['Cloud Computing', 'Security Engineering', 'Cyber Security', 'Information Security', 'AWS', 'Azure', 'Startup', 'Python', 'Bash']",,United States of America,,,
844,Leah Glass,"['UX Research', 'Interview', 'Product Strategy', 'Analysis', 'Data Analytics', 'Statistics', 'SQL', 'Data Science', 'UX Strategy', 'qualitative research']",,United States of America,,,
845,Alexandros Pavlidis,"['Java', 'Interview', 'CV', 'React', 'Software Engineering', 'Interviews', 'Career']",,United Kingdom,,,
846,AHM Modasser Billah,"['Python', 'remote', 'software Engineering', 'Backend', 'Data', 'Architecture']",,Bangladesh,,,
847,Eugene Hauptmann,"['Product Management', 'GTM', 'Scaling', 'MVP', 'Hiring', 'CTO', 'Product Strategy', 'Programming', 'Product Marketing', 'Digital Marketing', 'SEO', 'Growth', 'Growth Marketing', 'Growth Hacking', 'product led growth', 'Software Engineering', 'Data Science', 'Engineering', 'Typescript', 'NodeJS', 'AWS', 'Kubernetes', 'Machine Learning', 'Deep Learning', 'Cybersecurity', 'Career Coaching', 'eCommerce', 'Leadership', 'Web Development', 'Engineering Management', 'FinTech', 'BioTech', 'Management', 'JavaScript', 'Startup', 'Marketing']",,United States of America,5.0,4.0,
848,saurabh goel,"['Data Science\\', 'Machine Learning', 'Data Science', 'Predictive Analytics', 'Advanced Analytics', 'Deep Learning', 'Natural Language Processing']",,Ireland,4.8,5.0,
849,Houman Hadaegh,"['Cybersecurity', 'Cloud Computing', 'Information Security', 'Governance', 'compliance', 'Product Design']",,United States of America,,,
850,Zack Plauche,"['python', 'vue', 'django', 'pandas', 'tailwind', 'html/css', 'javascript', 'website', 'simple', 'firebase']",,United States of America,,,
851,Daniel Puerta Diaz,"['Product Development', 'MVP', 'Industrial Design', 'Product Management', 'Product Design', 'Product Strategy', 'Leadership', 'Design Thinking', 'System Design', 'Manufacturing', 'supply chain', 'validation', 'Entrepreneurship', 'Prototyping', 'Fundraising', 'Start up', 'Project Management']",,Switzerland,,,
852,Fernando Saravia,"['Software', 'Software Development', 'Tech', 'Technical Interviews', 'Technology', 'Software Architecture', 'Software developer', 'software design', 'software engineer', 'Software testing', 'Software Engineering', 'Product Design', 'Architecture']",,United Kingdom,,,
853,Juno Zhu,"['Product Management', 'UX Design', 'Strategy', 'User Research', 'Product Design', 'Project Management', 'Career', 'Interview', 'eCommerce']",,United States of America,,,
854,Lily Malykhina,"['Design', 'UX', 'UI', 'Portfolio', 'Research', 'Prototyping', 'User Interface', 'User Experience', 'UI Design', 'UI Design', 'Design Thinking', 'Design Thinking', 'Interview', 'Interview']",,United States of America,5.0,2.0,
855,Min Yu Wu,"['Product Design', 'UX Design', 'Design Strategy', 'product thinking', 'Leadership', 'User Experience', 'UI Design', 'Career', 'Portfolio', 'Management', 'Interview', 'Resume']",,Germany,,,
856,Jose Zamudio,"['Frontend', 'Career Growth', 'Management', 'Product Development', 'Agile', 'Software Development', 'Communication', 'User Experience', 'Growth']",,United States of America,,,
857,Luna Ou,"['Python', 'SQL', 'Presentation Skills', 'Interview', 'Data Science', 'Machine Learning', 'Tableau', 'Data Analytics', 'Communication']",,United States of America,,,
858,Meghdad Hadidi,"['JavaScript', 'Typescript', 'ReactJS', 'React', 'Vue', 'Frontend', 'Redux', 'CSS', 'Bootstrap', 'HTML', 'Semantic-ui', 'Microfrontends']",,Sweden,,,
859,Praveen Dubey,"['JavaScript', 'Typescript', 'React', 'Java', 'open source', 'Programming', 'ReactJS', 'Coding', 'Software Engineering']",,Canada,5.0,4.0,
860,Neeran Gul,"['Azure', 'cloud', 'Google cloud', 'Python', 'ansible', 'Kubernetes', 'terraform', 'Linux', 'AWS', 'DevOps']",,United Kingdom,5.0,12.0,
861,Lino Iglesias,"['Program Management', 'Software Design', 'Technical leadership', 'Python', 'Interviewing', 'Product Management', 'Android Development', 'iOS Development', 'Product Development', 'Leadership', 'Leadership']",,United Kingdom,,,
862,Vishal Chaudhary,"['Product Management', 'Product Strategy', 'Product Design', 'UX Design', 'Start up']",,Canada,,,
863,Chike Orjih,"['UX Design', 'UX Strategy', 'UX Research', 'Design Thinking', 'Portfolio', 'Workshops', 'Career Development', 'Career', 'Interview', 'Interaction Design', 'Frontend', 'People Management', 'Leadership']",,United States of America,,,
864,David Mayes,"['Strategy', 'Business Development', 'access to capital', 'international markets', 'team assessment', 'management communication', 'leadership', 'e-learning', 'Technology assessment', 'Management', 'Growth', 'Team leadership']",,Canada,,,
865,Raounak Sharma,"['Ruby', 'Rails', 'PostgreSQL', 'Architecture', 'OOPs']",,Germany,4.9,7.0,
866,Paru Nackeeran,"['Leadership', 'Coaching', 'Career Coaching', 'career planning', 'Career Development', 'Management', 'Team Building', 'Scaling teams', 'Project Management', 'New product development', 'Manufacturing', 'Operations', 'Process improvements', 'Supply chain management', 'outsourcing', 'customer service']",,United States of America,,,
867,Jamie Goodson,"['User Experience', 'User Interface', 'User Experience Design', 'Mobile Design', 'UI Design', 'UX Design', 'UX Research', 'UX Strategy', 'UX/UI', 'Product Design', 'Web Design', 'System Design', 'Interaction Design', 'Visual Design', 'Design Thinking', 'Design']",,United Kingdom,,,
868,Kax Uson,"['Product Management', 'Product Leadership', 'Career Coaching', 'Career Development', 'Product Strategy', 'Public Speaking', 'marketplaces', 'Collaboration', 'Story telling', 'Leadership', 'Career']",,Spain,,,
869,Liudmila Domakhina,"['Product Management', 'Startup', 'AI', 'Data Analytics', 'Quality Assurance', 'Software Development', 'Agile', 'B2B', 'remote work']",,Canada,,,
870,Sangeetha Sankaran,"['Product Management', 'Project Management', 'Engineering Management', 'Software Engineering', 'Agile Development', 'Data Analytics', 'Startup']",,United States of America,,,
871,Marco Righi,"['product design', 'ux design', 'ui design']",,Sweden,,,
872,Nathan Webster,"['DevOps', 'Cloud', 'AWS', 'Leadership', 'Consulting', 'Agile', 'Terraform', 'CI/CD', 'Architecture', 'Management', 'Cloud Architecture', 'Docker', 'Career Planning', 'Career Development', 'Consulting', 'Github', 'Git', 'Ansible', 'K8s', 'Kubernetes']",,United Kingdom,5.0,14.0,
873,Alexander Kliotzkin,"['Software Engineering', 'System Design', 'Career Growth', 'Leadership', 'Resume', 'Interview', 'Promotion', 'Coaching', 'People Management', 'Culture', 'Startup', 'Stakeholder Management', 'Career', 'Career Coaching', 'Career Transition', 'Strategy', 'Management', 'Architecture']",,Germany,,,
874,Sudip Biswas,"['Software Engineering', 'Leadership', 'Engineering Leadership']",,United States of America,,,
875,Patrick Sheehan,"['Machine Learning', 'Data Science', 'Python', 'Startup', 'DevOps', 'Business Strategy', 'Business Development']",,United States of America,,,
876,Vincent de Vos,"['Tokenomics', 'Token Strategy', 'Token Design', 'Ecosystem Design', 'Value Engineering', 'Tokenization', 'Token Modeling', 'Token Simulations', 'Token Incentives', 'Smart Contracts', 'EVM', 'Web3', 'DeFi', 'GameFi', 'Play-To-Earn', 'Crypto', 'Blockchain', 'DAO', 'ICO', 'IDO', 'IEO']",,Netherlands,5.0,3.0,
877,Sasha Osypenko,"['Agile', 'Coaching', 'Career Development', 'Communication', 'Career Coaching', 'Presentation Skills', 'Team leadership', 'Team Management', 'Scrum', 'Scrum Master', 'Career', 'Management', 'Project Management', 'Interview']",,Germany,,,
878,Niarchos Pabalis,"['diversity', 'equity', 'inclusion', 'lgbtqia+', 'ethicity', 'cultural intelligence', 'gender', 'multinational', 'matrixed organisation', 'latin america', 'promotion', 'director', 'vice president', 'Tech', 'international']",,Brazil,5.0,2.0,
879,Miguel Franco,"['Creative Direction', 'Creative Leadership', 'Web3.0', 'dyslexic thinking', 'Startup', 'Leadership', 'Design Thinking', 'Product Innovation', 'UX UI', 'Entrepreneurship', 'Entrepreneurship', 'Management', 'Resume', 'Interviewing']",,Portugal,,,
880,Irina Stanescu,"['Leadership', 'Engineering', 'Software Engineering', 'Communication', 'Tech', 'Golang', 'Algorithms', 'Management', 'Engineering Management']",,United States of America,,,
881,Rituraj Satpute,"['Java', 'AWS', 'GCP', 'Kafka', 'Python', 'Django', 'API', 'Crypto', 'Kubernetes', 'Docker', 'DB', 'NoSql', 'Postgresql', 'Elasticsearch', 'Backend', 'Coding']",,United States of America,,,
882,Saeed Mirshekari,"['Machine Learning', 'Python', 'R', 'SQL', 'Programming', 'Data Analysis', 'Modeling', 'Statistics', 'Technology', 'Finance', 'First Job', 'Job Search', 'Data Scientist', 'Applied Scientist', 'USA', 'Job Market', 'Data Engineering', 'Data', 'Resume', 'Resume Review', 'Portfolio', 'Github', 'Data Science', 'Career', 'Coding', 'Consulting', 'Management', 'Leadership']",,United States of America,5.0,10.0,
883,Krunal Parmar,"['Software Engineering', 'Data Structures', 'Java', 'Python', 'Communication', 'Interview', 'System Design', 'Distributed Systems', 'Career', 'Backend', 'Coding', 'Programming', 'Management', 'Project Management', 'Coaching', 'Mentorship', 'Leadership', 'Product Management', 'Engineering']",,United Kingdom,5.0,4.0,
884,Pascal Bovet,"['SRE', 'Software Engineering', 'Engineering Leadership', 'Engineering Management', 'Career Growth', 'Career Coaching', 'Career', 'People Management', 'Management', 'Leadership', 'Engineering', 'Culture']",,United States of America,,,
885,Wah Yan,"['Management Consulting', 'Market Research', 'Digital Health', 'Biotechnology', 'Strategy', 'Business Analysis', 'Competitive Analysis', 'Healthcare', 'Growth', 'Healthtech']",,United States of America,,,
886,Ankur Saini,"['Product Management', 'Product Strategy', 'Product', 'product vision', 'Analytics', 'Go-to-market', 'Startup', 'Product Marketing', 'Product Design', 'Leadership']",,India,,,
887,Shelby Wolpa,"['Leadership', 'Strategy', 'Career Coaching', 'People Management', 'Career Growth', 'Scaling', 'People Operations', 'Human Resources']",,United States of America,5.0,4.0,
888,Dominic Monn,"['Product', 'Marketplace', 'Entrepreneurship', 'SEO', 'Sales', 'Founder', 'Business', 'Bootstrapping', 'Content Marketing', 'Paid Ads', 'Startup', 'Leadership', 'Management', 'Product Management', 'Product Strategy', 'Product Development', 'Strategy', 'Marketing', 'Growth']",,Switzerland,5.0,21.0,
889,Jaret Andre,"['Data Science', 'MLOps', 'Machine Learning', 'Statistics', 'Software Engineering', 'Goal Planning', 'Mindset', 'Motivation', 'Time Management', 'Python', 'Data Analyst', 'Coding', 'SQL', 'Tensorflow', 'Deep Learning', 'Get accountability', 'Get a raise', 'Change jobs', 'Pass interviews']",,Canada,5.0,9.0,
890,Aditi Kibe-Heal,"['Leadership', 'Marketing', 'Sustainability', 'Coaching', 'Team Building', 'Growth marketing', 'Career Growth', 'Career', 'Management', 'Growth']",,United Kingdom,,,
891,Vese Aghoghovbia,"['Entrepreneurship', 'entrepreneur', 'Business', 'Business Growth', 'Startup', 'Strategy', 'Branding', 'Brand Identity', 'Partnerships', 'supply chain']",,United Kingdom,,,
892,Ahmed Sadman Muhib,"['Web Development', 'Python', 'JavaScript', 'React', 'Flask', 'Node.js', 'Career Development', 'Career Growth', 'MySQL', 'MERN', 'Software Engineering', 'Typescript', 'Backend', 'Software Development', 'MongoDB', 'Full Stack', 'Career', 'Frontend', 'SQL', 'AWS', 'ReactJS', 'React.js', 'Coding', 'Web', 'Automation', 'Programming', 'HTML', 'CSS', 'Interview', 'full-stack', 'Development']",,Bangladesh,5.0,34.0,
893,Kristen Shi,"['Product Management', 'Product Strategy', 'Machine Learning', 'Data Science', 'Data Analytics', 'Artificial Intelligence', 'UX Design', 'Consulting', 'Startup', 'Project Management']",,Canada,,,
894,Bo Bleyl,"['Flutter', 'JavaScript', 'Vue', 'NodeJS', 'React', 'Product Management', 'Startup', 'dart', 'Web Development']",,United States of America,,,
895,Volodymyr Hotsyk,"['Python', 'Django', 'Backend', 'flask', 'SQL', 'postgres', 'REST', 'GraphQL', 'AWS', 'Docker', 'SQL', 'MySQL', 'Coding', 'Azure', 'Web', 'Web Development', 'DevOps']",,United States of America,3.7,3.0,
896,Gourav Jain,"['Data science', 'Management', 'Analytics', 'Big Data', 'Engineering', 'Interview', 'Leadership', 'Startup', 'Machine Learning']",,United States of America,,,
897,Jenkin Au,"['Product Management', 'Product Strategy', 'Product roadmap', 'Product vision', 'Product Planning', 'Product metrics', 'Product', 'Product positioning', 'Product manager', 'Product Marketing']",,Singapore,5.0,2.0,
898,Naveed Janvekar,"['Machine Learning', 'Data Science', 'Data Analytics', 'Analytics', 'SQL', 'Product Management', 'product analytics', 'Deep Learning', 'AI', 'Interview', 'Leadership', 'Career', 'Growth', 'Resume', 'Data', 'Statistics', 'Career Growth', 'Natural Language Processing', 'Innovation', 'Consulting', 'GraphQL', 'Technology']",,United States of America,5.0,14.0,
899,Najib Radzuan,"['DevOps', 'DevSecOps', 'CI/CD', 'ITTransformation', 'Developer', 'C#', 'InfrastureAsCode', 'Terraform', 'AWS', 'Azure', 'CareerDevelopment', 'Linux', 'PowerShell', 'Bash', 'ProjectManagememt', 'Manager', 'Consultant', 'AlibabaCloud', 'Microservices', 'Serverless', 'ContAIner', 'Security', 'Architecture', 'Coding', 'devops', 'Data', 'SQL', 'Automation', 'Technical Interviews', 'JavaScript', 'Programming']",,Malaysia,5.0,4.0,
900,Nate R,"['Programming', 'DevOps', 'JavaScript', 'Coding', 'Development', 'Software Engineering', 'Software Architecture', 'Typescript', 'React', 'NodeJS', 'HTML', 'CSS', 'Database', 'MySQL', 'Postgresql', 'GraphQL', 'Docker', 'Kubernetes', 'Linux', 'Career', 'Video Creation', 'Startup']",,United Kingdom,,,
901,Teresa Comi,"['Product Management', 'Design Thinking', 'Product Strategy', 'User Research', 'Prototyping', 'Validation', 'Product Discovery', 'Entrepreneurship', 'Business Design', 'Startup', 'Product-Market Fit', 'Strategy', 'Partnerships']",,Spain,,,
902,Ricardo Pinho,"['Productivity', 'Negotiation', 'Project Management', 'Operations', 'Personal Finance', 'Lean', 'Salary Raise', 'Scrum', 'Entrepreneurship', 'Resume Review', 'Change Jobs', 'Product Management']",,Netherlands,,,
903,Ryan Chartrand,"['remote work', 'Management', 'Culture', 'community', 'Engineering Management', 'Leadership', 'Engineering']",,United States of America,,,
904,Ricardo Pereira,"['Leadership', 'Management', 'Profiling', 'Coaching', 'from Tech to People', 'Networking', 'Hiring']",,Portugal,,,
905,Jason Sun,"['Software Engineering', 'Startup', 'Team Leadership']",,Canada,,,
906,Anthony Komarov,"['eCommerce', 'shopify', 'open source', 'Web Development', 'Bootstrapping', 'Software Architecture', 'Frontend', 'HTML', 'CSS', 'JavaScript']",,United States of America,,,
907,Anu Jayasinghe,"['UX Design', 'Product Design', 'User Research', 'UX Research', 'UX Strategy', 'Product Strategy', 'Design Thinking', 'Project Management', 'Consulting', 'Design', 'Leadership', 'Prototyping', 'Portfolio', 'Management', 'Career']",,United States of America,,,
