,name,skills,category,country,rating,reviews,price
1038,Karen Huynh,"['Product Management', 'Product Marketing', 'Project Management', 'Resume Review', 'Team Building', 'Leadership']",,United States of America,,,
1039,Alberto Venditti,"['Product Strategy', 'business Strategy', 'UX Design', 'creative direction', 'Startup Fundraising', 'game direction', 'pitch presentation', 'creative Strategy', 'MVP creation and validation', 'Product roadmap']",,United Kingdom,,,
1040,Kiran Kumar,"['Python', 'NodeJS', 'JavaScript', 'systemDesign', 'aws', 'Databases', 'node']",,India,,,
1041,Paula Rúpolo Berach,"['Analytics', 'Growth Marketing', 'Digital Marketing', 'Startup', 'B2B', 'eCommerce', 'Marketing automation', 'Email Marketing', 'Entrepreneurship', 'Start up', 'Online Marketing', 'Branding', 'Strategy', 'Bootstrapping', 'Leadership', 'Management', 'Product Management', 'Growth', 'Design']",,Spain,,,
1042,Daniil Kopilevych,"['Growth', 'Product-Led Growth', 'Product-Led Sales', 'product growth', 'Growth Marketing', 'Startup', 'Marketing', 'Product Marketing', 'SaaS', 'B2B', 'Career', 'Product Management', 'Digital Marketing', 'Start up', 'Product Strategy']",,Ukraine,,,
1043,Sagnik Dey,"['Product Management', 'Project Management', 'SQL', 'Oracle Apps', 'Agile Software Development']",,United States of America,4.6,7.0,
1044,JoAnna Springsteen,"['Agile', 'agile coach', 'Mentorship', 'Communication', 'problem solving', 'Project Management', 'Product Management', 'Team Leadership', 'Scrum', 'Business Analysis', 'Writing', 'Leadership', 'Career', 'Empathy']",,United States of America,,,
1045,Rafaela Azevedo,"['Web3', 'Communication', 'Testing', 'Career', 'Career Growth', 'Software Engineering', 'QA', 'Java', 'React', 'Interview', 'Coaching', 'Product Strategy', 'JavaScript', 'Blockchain', 'Public Speaking', 'Career Coaching', 'Leadership', 'Mindset', 'Project Management']",,United Kingdom,,,
1046,Alexis Charolais,"['Management Consulting', 'Consulting', 'Mock Interviews', 'Interview', 'Interviews', 'mock interview', 'Strategy', 'Business Analysis', 'Career']",,United Kingdom,,,
1047,Ahmed Omar,"['Erlang', 'Architecture', 'Debugging', 'Writing', 'Analytics', 'Interviewing', 'Personal Development', 'Presenting', 'Communications']",,Netherlands,4.5,2.0,
1048,Ricky Mutschlechner,"['management', 'Career Coaching', 'negotiation', 'high performance coaching', 'Golang', 'python', 'Career Growth', 'Career Change', 'nontraditional', 'Leadership', 'Engineering']",,United States of America,,,
1049,Tayo Ososanya,"['Data Science', 'Machine Learning', 'Data Analytics', 'Python', 'GCP', 'API', 'Data', 'Azure', 'AWS', 'Scrum', 'Technology', 'Product Management', 'UX Design', 'Product Design', 'Agile', 'AI', 'Startup']",,United Kingdom,5.0,3.0,
1050,Morgan Young,"['Agile', 'Business', 'Product', 'Startup', 'Growth', 'SaaS', 'Software', 'Scrum', 'Strategy', 'Product Management']",,United Kingdom,5.0,6.0,
1051,Giacomo Poggiali,"['Pretotyping', 'Jobs to be done', 'Product Discovery', 'User Research', 'Product Vision', 'Lean UX', 'Business modeling', 'MVP', 'Lean Startup', 'early-stage Startups', 'validation', 'ideation', 'Product Management']",,Italy,,,
1052,Stella Guan,"['Visual Design', 'UX Design', 'UI Design', 'uiux', 'Graphic Design', 'brand Design']",,United States of America,5.0,3.0,
1053,Prakhar Agrawal,"['Data Structures', 'Algorithms', 'System Design', 'High Level Design', 'Low Level Design', 'Interview Preparation', 'Java', 'C', 'C++']",,India,,,
1054,Alex Turnbull,"['User Experience', 'User Interface', 'Design Thinking', 'Web Design', 'Business Strategy', 'Information Architecture', 'Content Strategy', 'Content Marketing', 'Wireframing', 'Coaching', 'mentoring', 'training', 'Recruiting', 'User Experience Design', 'User Research', 'user centered design', 'User Testing', 'UX Design', 'UX Strategy', 'UX/UI', 'Design', 'Marketing']",,United Kingdom,,,
1055,Jack Gardner,"['AWS', 'Architecture', 'Typescript', 'Java', 'NodeJS', 'Electron', 'React', 'C#', 'Code Review', 'Interview Practice', 'DevOps', 'Product', 'Startup', 'Programming', 'Career', 'Product Management', 'Testing', 'Serverless', 'Coding', 'Interviewing', 'Entrepreneurship', 'Career coach in Tech', 'Cloud Infrastructure', 'Backend', 'Business', 'Career counseling', 'Coding', 'Software Design Review', 'Software Development Process', 'Startups', 'Interview', 'Node', 'Electron', 'Product Development', 'Prototyping', 'Kanban', 'Microservices', 'DynamoDB', 'Lambda', 'ECS', 'Fargate', 'Full Stack', 'Strategy', 'Software Engineering']",,United Kingdom,,,
1056,Gagan Maheshwari,"['Partnerships', 'Product Strategy', 'User Research', 'Entrepreneurship', 'Motivation', 'Product Growth', 'FinTech', 'Payments', 'Leadership', 'Product Management', 'Management', 'UX Design']",,United States of America,,,
1057,Branden Lawrence,"['JavaScript', 'React', 'NodeJS', 'Typescript', 'Java', 'Web Development', 'Leadership', 'DevOps', 'Backend']",,United States of America,5.0,3.0,
1058,Aditya Shah,"['Large Language Models', 'Data Science', 'Software Engineering', 'Data Analytics', 'Deep Learning', 'Machine Learning', 'Natural Language Processing', 'Artificial Intelligence', 'Product Management', 'Leadership']",,United States of America,,,
1059,Nick Hoh,"['Design', 'User Experience', 'Product Design', 'User Research', 'Portfolio Review', 'Career Transition', 'Leadership', 'Design leadership', 'People Management', 'UX Design', 'UI Design']",,United States of America,5.0,4.0,
1060,Vishal Patel,"['Python', 'Engineering Leadership', 'Engineering Management', 'Business Development', 'Software Engineering', 'Engineering', 'Agile', 'Software Architecture']",,United States of America,,,
1061,Kathryn Moore,"['jira', 'confluence', 'notion', 'Product Management', 'product owner', 'okr', 'Agile', 'Product Discovery', 'miro', 'Business Analysis', 'Project Management']",,Germany,,,
1062,Munir Alsafi,"['React', 'JavaScript', 'Frontend', 'Web Development', 'Interview', 'Resume', 'Career', 'Life Coaching', 'Leadership', 'Technical Interviews', 'Tech']",,Canada,5.0,5.0,
1063,Michael Trew,"['Full Stack Web Developer', 'JavaScript', 'React', 'Python', 'CSS', 'HTML', 'NodeJS', 'Leadership']",,United States of America,,,
1064,Rubens Cantuni,"['Product', 'ux', 'ui', 'Design', 'Career', 'Strategy', 'portfolio', 'remote', 'Startup', 'UX Design']",,Italy,5.0,2.0,
1065,Ben Hughes,"['Remote Leadership', 'Hybrid Leadership', 'Content Leadership', 'Content Strategy', 'Content Innovation', 'Content Production', 'Leadership', 'Self-managed Teams', 'Content Organizations', 'New Work', 'Startup', 'Tech', 'edtech', 'Management']",,Finland,,,
1066,David Grayson,"['Data Science', 'Machine Learning', 'Computer Vision', 'Deep Learning', 'Python', 'Pandas', 'SQL', 'Statistics', 'Natural Language Processing', 'AWS', 'Git', 'Docker', 'Data Analytics', 'PyTorch', 'TensorFlow', 'Scikit-learn', 'Graph Theoy', 'Project Management', 'technical leadership', 'Artificial Intelligence', 'Neural Networks', 'neuroscience']",,United States of America,5.0,3.0,
1067,Carl Wheatley,"['UX Designer', 'Recruiter', 'Product Designer', 'UI/UX Designer', 'Visual Designer', 'UI Designer', 'Interview Preparation', 'Interview', 'ux interviews', 'Design', 'Career', 'Product Design', 'UX Design']",,United States of America,,,
1068,Daniel Casellas,"['Software Engineering', 'Leadership', 'Product', 'People Management', 'Mentorship', 'Career Growth', 'Computer Science', 'Artificial Intelligence', 'Startup', 'Interview', 'Management', 'Strategy', 'Product Management', 'Growth']",,Mexico,,,
1069,Mohammad Takbiri,"['Frontend Development', 'Fullstack Development', 'Productivity', 'Career Growth', 'Immigration', 'React', 'JavaScript', 'Self Development', 'Software Engineering', 'Node', 'JavaScript']",,Netherlands,,,
1070,Gaëlle Minisini,"['Android', 'Android development', 'Kotlin', 'Java', 'Coding', 'Mobile development', 'mobile apps', 'Programming']",,Canada,,,
1071,Setu Shah,"['Product Strategy', 'Product Management', 'Product Roadmap', 'project manager', 'SaaS', 'Cloud', 'Technology', 'Product leadership', 'Product Development', 'Product Design', 'Product Market Fit', 'Team Leadership']",,India,,,
1072,Jonathan Steingiesser,"['Product Strategy', 'User Research', 'UX Design', 'Design', 'Service Design', 'UX Strategy', 'Product Design', 'UX Research', 'Leadership', 'Coaching', 'Product Management', 'Management', 'Interview Preparation']",,United Arab Emirates,,,
1073,Sahil Chawla,"['Devops', 'Ansible', 'Terraform', 'Elasticsearch', 'Elastic Cloud Enterprise', 'Confluent kafka', 'Python', 'Golang', 'Shell', 'Docker', 'Kubernetes']",,Canada,,,
1074,Sandi Conroy,"['Management', 'Manager', 'Data Science', 'Feedback', 'Negotiation', 'Interview', 'Resume', 'Product Management', 'Leadership']",,United Kingdom,,,
1075,Andrei Fidelman,"['Career Growth', 'Promotion', 'technical leadership', 'Frontend', 'Interview Preparation', 'React', 'JavaScript']",,Czechia,,,
1076,Kyle Bennett,"['Product Design', 'Visual Design', 'Content Strategy', 'Marketing', 'UX Design', 'UI Design', 'Design Thinking', 'Graphic Design']",,United States of America,,,
1077,Natalia Lumen,"['Management consulting', 'Project management', 'Startup', 'Entrepreneurship', 'Start up']",,Canada,,,
1078,Tanvi Gupta,"['Data Science', 'Machine Learning', 'Deep Learning', 'Python', 'PyTorch', 'Business Analysis', 'Data Analytics', 'Data Engineering', 'Data Visualization']",,United States of America,,,
1079,Joana Santos,"['Artificial Intelligence', 'Business Strategy', 'Python', 'Statistics', 'Machine Learning', 'Azure']",,Portugal,,,
1080,Jason Gilmour,"['UI Design', 'Design', 'Product Design', 'Design leadership', 'UX Design', 'Web Design', 'App Design', 'Design Thinking', 'Figma']",,United Kingdom,,,
1081,Francisco Depascuali,"['iOS', 'Swift', 'React Native', 'RxSwift', 'mobile', 'Combine', 'MVVM', 'Typescript', 'Python', 'Typescript', 'JavaScript', 'React-Native', 'React', 'ReactJS']",,Argentina,,,
1082,Roman Yusufov,"['Software Engineering', 'Career Growth', 'Career Coaching', 'Career Transition', 'Interview Preparation', 'Career Development', 'Promotion', 'Interview', 'Interviews', 'Tech', 'Career', 'AWS', 'Performance', 'Scaling', 'Backend', 'Personal development', 'Team Leadership', 'Development', 'System Design', 'Software Development']",,United States of America,5.0,17.0,
1083,Aggelos Mouzakitis,"['SaaS', 'Growth', 'Product Marketing', 'Pricing', 'Retention', 'product led growth', 'User Research', 'Growth Marketing']",,Greece,,,
1084,Ikram Guerd,"['People Management', 'Product Marketing', 'Digital Marketing', 'Branding', 'Marketing', 'Product Strategy', 'Leadership', 'Management', 'Product Management', 'Growth Marketing', 'Marketing Strategy', 'Communication', 'Go-to-market', 'Mentorship', 'Career Coaching', 'Coaching', 'Healthcare', 'Career Growth', 'career advice', 'Product Launch']",,United States of America,,,
1085,Veronika Sverdan,"['Product Management', 'Product Strategy', 'Product Roadmap', 'User Research', 'User Interviews', 'Resume Review', 'Interview', 'Mock Interviews', 'Data Analytics', 'Team Management', 'Resume writing']",,United States of America,,,
1086,Mark Adams,"['information Security', 'infosec', 'Cybersecurity', 'compliance', 'sysadmin', 'network Security', 'Governance', 'risk']",,United States of America,5.0,8.0,
1087,Jan Binczyk,"['User Experience', 'Product Design', 'UX Design', 'UX Research', 'Career Change', 'Career Growth', 'Usability testing', 'Product Management', 'Product Roadmap', 'Career']",,Norway,,,
1088,Nicola Croce,"['Startup', 'robotics', 'Product Management', 'program management', 'entrepreneurship', 'Career_in_Tech', 'AI', 'Machine Learning', 'Autonomous Driving', 'fundarAIsing']",,United Kingdom,,,
1089,Mohamed Sayed,"['Computational Fluid Dynamics', 'Turbulence modeling', 'Hybrid LES/RANS', 'Aerodynamics', 'Particle Tracking', 'Time Management', 'Coaching', 'Project Management']",,Switzerland,,,
1090,Simone Cuomo,"['Software Development', 'vue js', 'Software Architecture', 'Team Management', 'Agile coach', 'CSS', 'Software Auditing', 'Frontend', 'Node']",,United Kingdom,5.0,5.0,
1091,Linda Oranya,"['Python', 'SQL', 'Data Science', 'Machine learning', 'PowerBI', 'Data Visualization']",,Lithuania,4.9,8.0,
1092,Ayooluwa Oyewo,"['JavaScript', 'React', 'Redux', 'GraphQL', 'Jest', 'NodeJS', 'PostgreSQL', 'MonGoDB', 'Frontend', 'Typescript', 'Backend']",,Nigeria,,,
1093,José Santos,"['Google', 'Product manager', 'doordash', 'head of Product', 'Product Management', 'Startups', 'Product Strategy', 'Career change', 'Career Planning', 'Tech', 'Stakeholder Management', 'communication', 'presentation skills', 'interviewing', 'leadership', 'Fundraising', 'Startup', 'Startup', 'Entrepreneurship', 'Agile', 'Resume', 'Interviewing', 'Product Strategy', 'Product Marketing', 'B2B', 'Management', 'Engineering', 'Team leadership', 'Product leadership']",,Portugal,5.0,3.0,
1094,Tanvi Shah,"['consumer PM', 'eCommerce', 'AB testing', 'Product Strategy', 'Product Growth', 'search', 'problem definition', 'Product discovery', 'user Research', 'experimentation', 'UX Design', 'UX Research', 'Startup', 'solution Brainstorming', 'Product Design', 'Product Strategy', 'UX Design', 'Design Thinking', 'Agile', 'UX', 'Design', 'Product Management', 'Career']",,United States of America,5.0,2.0,
1095,Michael Crilly,"['AWS', 'Terraform', 'Ansible', 'DevOps', 'Automation', 'CI/CD', 'GitLab', 'Architecture', 'Security', 'Python', 'Golang', 'Git', 'GitHub']",,Australia,5.0,4.0,
1096,Cameron Jenkinson,"['JavaScript', 'NodeJS', 'GraphQL', 'serverless', 'Startups', 'newbies', 'fullstack', 'Frontend', 'aws', 'prisma', 'React', 'Typescript', 'node', 'CDK']",,United Kingdom,5.0,7.0,
1097,Abhishek Koserwal,"['Career', 'Devops', 'System Design', 'Backend', 'Software Engineering', 'Architecture', 'Security', 'Interview', 'Cybersecurity', 'cloud', 'Kubernetes']",,India,4.5,2.0,
1098,Chris Boudreau,"['Product Management', 'UX Design', 'Project Management', 'Career', 'Interview', 'Product Strategy', 'Agile', 'Product Development', 'SaaS', 'Product Design']",,United States of America,,,
1099,Lorenzo Greco,"['Data Science', 'MLops', 'Machine Learning', 'Mathematics', 'Finance', 'Investing', 'Engineering', 'Software Engineering', 'Python', 'optimization', 'Product Management', 'AI', 'Project Management', 'Agile']",,United Kingdom,,,
1100,Cissy Chen,"['Product Management', 'Leadership', 'Product Strategy', 'Project Management', 'Strategy', 'Startup', 'Communication', 'Subscriptions', 'Management', 'Product Design', 'Growth']",,United States of America,,,
1101,"Giovanni Licitra, PhD","['Career Transition', 'Data Science', 'Machine Learning', 'Career Development', 'Become a leader', 'Artificial Intelligence', 'new managers', 'Leadership', 'Transitioning to Management', 'Resume', 'Resume Review', 'Interviewing', 'Career', 'Get accountability', 'Build a team', 'Change career', 'Grow your career', 'Engineering', 'Startup', 'Interview', 'Portfolio Review']",,Netherlands,5.0,5.0,
1102,Taskin Karlar,"['Product Management', 'Engineering', 'Software Engineering', 'Data Science', 'Entrepreneurship', 'Management', 'Career Growth', 'Bootstrapping', 'Artificial Intelligence', 'Blockchain', 'Leadership', 'Startup', 'Machine Learning', 'Career', 'Business Development', 'React', 'Node', 'JavaScript', 'Product Strategy', 'Product Design', 'Start up', 'Interview', 'Agile']",,Australia,,,
1103,Pari Keshtkar,"['ux design', 'service design', 'stakeholder', 'product design', 'negotiations', 'design proc', 'human-centred design', 'leading design teams', 'Figma']",,Czechia,,,
1104,Ed Giansante,"['community', 'online community', 'customer support', 'scaled support', 'customer experience']",,Ireland,,,
1105,Shyle Braithwaite,"['Leadership', 'leadership development', 'performance coaching', 'customer success', 'customer support', 'performance management', 'Management', 'Project Management', 'People Management', 'Stakeholder Management', 'relationships', 'Career', 'Career coach', 'Career Growth', 'Coaching', 'Mentorship', 'Business & Management', 'Team Building', 'Team leadership', 'Professional coach', 'Startup']",,Canada,,,
1106,Searsha Sadek,"['Startup', 'SaaS', 'Leadership', 'Growth', 'Culture', 'Marketing', 'Strategy', 'Pitch Deck', 'product led growth', 'Growth Loops', 'Investment', 'Team Building', 'Pitching', 'Sales', 'Intellectual Property', 'problem solving', 'PLG', 'Enterprise Sales', 'Management', 'Start up', 'Investors', 'Pre Seed', 'Seed']",,United Kingdom,,,
1107,Jordin Gardner,"['JavaScript', 'CSS', 'Typescript', 'React', 'Node', 'AWS', 'Database Administration', 'Frontend', 'NodeJS', 'Linux']",,United States of America,5.0,3.0,
1108,Simon Lepkin,"['Software Engineering', 'Data Engineering', 'Backend', 'Career Growth', 'Communication', 'Influence without Authority', 'Web Development', 'Career', 'Promotion']",,United States of America,,,
1109,Imanuel Abraham,"['Digital marketing', 'product marketing', 'Content Marketing', 'Product Management', 'Startup', 'Growth', 'Project Management', 'Start up', 'Digital Marketing Strategy']",,Indonesia,,,
1110,Moon Ma,"['Machine Learning', 'Python', 'AWS', 'Statistics', 'Programming', 'Data Science', 'Data Engineering', 'Data Structures', 'Communication', 'Resume', 'Interview', 'Deep Learning']",,United States of America,5.0,9.0,
1111,Moe El Beshlawi,"['Product Management', 'Product leadership', 'Strategy', 'Leadership', 'Career', 'Career Growth', 'Data Analysis', 'AI', 'Artificial Intelligence', 'Management', 'Startup', 'Growth']",,Netherlands,,,
1112,Mikhail (Misha) Sidyakov,"['Python', 'SQL', 'Data Science', 'Machine Learning', 'Data Analytics', 'Data Structures', 'Data', 'Data Engineering']",,Canada,,,
1113,Richard Leddy,"['C++', 'JavaScript', 'NodeJS', 'Distributed Systems', 'AI', 'Blockchain', 'databases']",,United States of America,,,
1114,Meraj Imani,"['Product Management', 'Product Strategy', 'Product Development', 'Go To Market', 'product led growth', 'Product leadership', 'Product Launch', 'Startup', 'Product Design', 'AI', 'Product Market Fit']",,Canada,,,
1115,Aalap Patel,"['Java', 'JavaScript', 'Go', 'React', 'Node.js', 'Data Structures', 'Algorithms', 'Interview']",,United States of America,,,
1116,Matt Newport,"['Startup', 'Interview', 'entrepreneur', '.NET', 'Data Structures', 'C++', 'C#', 'Unity', 'virtual reality', 'F#', 'game development', 'VR', 'graphics programming', 'XR', 'Functional Programming', 'algorithm', 'Technical Interviews', 'Start up']",,United Kingdom,4.7,3.0,
1117,Jiaqi Mao,"['Growth Hacking', 'User Research', 'Product Marketing', 'Agile Scrum', 'Job Hunting', 'Career Development', 'Digital Marketing', 'Storytelling', 'Communication']",,Netherlands,5.0,3.0,
1118,Patrick McNamara,"['Cybersecurity', 'Networking', 'Computer Science', 'Cloud Computing', 'Azure', 'Public Speaking', 'Microsoft', 'Linux']",,United States of America,,,
1119,Francisco Campos,"['Management', 'Operations', 'Business', 'Leadership', 'SaaS', 'marketplaces', 'Business Model', 'Finance', 'Startup', 'Team Management', 'Growth', 'Startups', 'Business Operations', 'marketplace', 'eCommerce', 'B2B']",,Portugal,,,
1120,Divya Divya,"['Backend', 'Infrastructure', 'cloud infrastructure', 'Google Cloud', 'Azure', 'Java', 'spring', 'Data Structures', 'Algorithms', 'Web Development']",,India,5.0,2.0,
1121,Steve Novosel,"['React', 'JavaScript', 'NodeJS', 'webdev', 'ES6', 'Node']",,United States of America,,,
1122,Jevgenija Prochoryceva,"['Business Strategy', 'Business', 'Tech', 'Bootstrapping', 'mobile apps', 'Product Strategy', 'Marketing', 'Product Management', 'Project Management', 'Startup', 'Growth', 'Social Media', 'Branding', 'Leadership', 'UX Design', 'Startups', 'Lean Startup', 'start-up', 'Coaching', 'Career Coaching', 'Technology']",,United Kingdom,,,
1123,Mike Heap,"['Minimum Viable Product', 'Product Market Fit', 'Startup', 'Founder', 'Growth', 'Business Model', 'Business & Management', 'Entrepreneurship', 'Bootstrapping', 'Product Management', 'Career', 'Business', 'Interview', 'Start up', 'Artificial Intelligence', 'AI']",,United Kingdom,,,
1124,Robbie Maltby,"['Marketing Strategy', 'Growth Marketing', 'Product Marketing', 'Email Marketing', 'Marketing automation', 'Growth', 'Marketing', 'Digital Marketing', 'brand strategy', 'Career Growth']",,United Kingdom,,,
1125,Fabio Polese,"['Portfolio Review', 'CV review', 'Career Growth', 'Storytelling', 'UI Design']",,Ireland,,,
1126,Hajer MEJRI,"['Machine Learning', 'Deep Learning', 'Computer Vision', 'Python', 'TensorFlow', 'Keras']",,Canada,,,
1127,Anna Kurylo,"['Career Growth', 'Agile', 'Full-stack Web Development', 'Career', 'Management', 'Leadership', 'JavaScript', 'React', 'Git', 'Frontend', 'Project Management', 'Resume writing', 'Career Counceling']",,Czechia,5.0,9.0,
1128,Kevin Gordon,"['Marketing', 'content Development', 'Product Development', 'translating business needs', 'digital Marketing', 'Data Analytics', 'SEO', 'E-Commerce', 'Marketing Lifecycle', 'Project Management', 'Needs Analysis', 'Entrepreneurship', 'Startup', 'Startup', 'Management', 'Leadership', 'Marketing', '']",,Canada,,,
1129,Orcun Simsek,"['Career Development', 'Interview', 'Coaching', 'Algorithms', 'Java', 'Management', 'Backend', 'Career Growth', 'Engineering', 'Leadership', 'Software Engineering', 'Interviews', 'Interview Preparation', 'Career', 'Career Coaching', 'Promotion']",,United States of America,,,
1130,Luisa Marchiori,"['Management', 'Business Development', 'Go to Market', 'Marketing', 'Team Building', 'Diversity']",,Brazil,,,
1131,Andy Huynh,"['JavaScript', 'Frontend', 'Typescript', 'React', 'Web Development', 'Product Management', 'Design Thinking']",,United Kingdom,,,
1132,Ayesha Malik,"['JavaScript', 'Typescript', 'GraphQL', 'HTML', 'CSS', 'Web Development', 'React.js', 'Frontend', 'Node.js', 'Job', 'Web', 'React', 'Coding', 'React']",,India,5.0,14.0,
1133,Alexandre Blanchet,"['Python', 'Django', 'flask', 'rest api', 'celery', 'websockets', 'firebase', 'Programming', 'api', 'software Design', 'Backend', 'Web Development', 'Web']",,United Kingdom,5.0,14.0,
1134,Andrew Miller,"['Portfolio Review', 'UX Design', 'Presentation Skills', 'Interview Preparation', 'Workshops', 'Design Thinking', 'Product Design', 'Story Telling', 'Visual Design']",,United States of America,,,
1135,Alessandro Romano,"['Data Science', 'Data Analytics', 'Data Engineering', 'Machine Learning', 'Python', 'AWS', 'Data', 'Career Coaching', 'Software Engineering', 'Coaching', 'SQL', 'Coding', 'Backend']",,Germany,,,
1136,Dessy Kadriyani,"['MVP', 'Interview Preparation', 'Product Roadmap', 'Startup']",,United States of America,,,
1137,Raylen Margono,"['Software Engineering', 'Software Development', 'Software Architecture', 'Project Management', 'Microservices', 'Backend', 'Frontend', 'DevOps', 'Cloud Architecture', 'Full Stack']",,United States of America,,,
1138,Brian Piccione,"['Tech Leadership', 'Management', 'Frontend Engineering', 'SASS', 'JavaScript', 'Leadership']",,United States of America,,,
1139,Tarsi Luo,"['International Business', 'Business Development', 'Interview', 'Marketing', 'Strategy', 'Growth Marketing', 'Sales', 'Business Model', 'business plan', 'Business & Management', 'Product Strategy', 'Pricing', 'Product Development', 'Social Media', 'Growth', 'Career', 'Product Management', 'Startup', 'Digital Marketing', 'start ups', 'Venture capital', 'Funding']",,Australia,5.0,2.0,
1140,Pave Sturman,"['Growth Marketing', 'Advertising', 'Growth', 'Digital Marketing', 'Paid ads', 'Growth Strategy', 'Facebook Ads', 'Google Ads', 'Linkedin Ads', 'Twitter Ads', 'PPC', 'Paid acquisition', 'Customer Acquisition']",,Croatia,,,
1141,Laurent Zuijdwijk,"['JavaScript', 'Typescript', 'Full Stack Development', 'Software Architecture', 'Front-end development', 'NodeJS', 'Career Growth', 'Career Coaching', 'Software Engineering']",,United Kingdom,,,
1142,Megha Arora,"['Career Counseling', 'Career Development', 'Distributed Systems', 'System Design', 'Resume', 'JavaScript', 'Java', 'Design']",,India,,,
1143,Bruno Antunes,"['Typescript', 'next.js', 'nextjs', 'next js', 'JavaScript', 'material-ui', 'emotion', 'CSS', 'unit testing', 'jest', 'ts-jest', 'swr', 'yup', 'nx monorepo', 'nx', 'React', 'React.js', 'Testing', 'Frontend', 'ReactJS', 'front end', 'react-query']",,United Kingdom,,,
1144,Sid Arora,"['Product Management', 'UX', 'Design', 'Go to market', 'Product market fit', 'Design Thinking', 'Entrepreneurship', 'Career', 'Career', 'Product Design', 'Product Strategy', 'UX Design', 'Startup']",,United Kingdom,,,
1145,Lior Rishti,"['Product Strategy', 'Roadmap', 'Product Management', 'mentoring', 'advisor', 'Consulting', 'Coaching', 'remote work', 'product led growth']",,Israel,,,
1146,Callan Richardson,"['Web Design', 'Graphic Design', 'Branding', 'Design', 'Web Development', 'UI Design', 'UX Design', 'Product Design', 'Design Thinking', 'Adobe', 'After Effects', 'Illustrator', 'Photoshop', 'Unity', 'Animation', 'Graphics', 'Motion', 'Web', 'Augmented Reality', '3D', 'Blender', 'Wordpress']",,United Kingdom,4.8,6.0,
1147,Shaksham Kapoor,"['Machine Learning', 'Deep Learning', 'Python', 'Natural Language Processing', 'PyTorch', 'Data Science', 'TensorFlow', 'Word Embeddings']",,India,5.0,10.0,
1148,Semi Koen,"['Software Engineering', 'Engineering Management', 'Engineering Leadership', 'Leadership', 'Resume Review', 'Career Growth', 'Career Development', 'Team Building', 'Strategic planning']",,United Kingdom,5.0,5.0,
1149,Amrit Sarkar,"['docker', 'Kubernetes', 'solr', 'lucene', 'Java', 'Golang', 'microservices', 'DevOps']",,United States of America,,,
1150,Janna Kimel,"['qualitative research', 'Team Building', 'Leadership', 'Journey Mapping', 'Personal Branding', 'prioritization', 'Design Research', 'Career Development', 'Career Change', 'Management']",,United States of America,,,
1151,Cameron Blackwood,"['JavaScript', 'React', 'Technical Interviews', 'Interview', 'Career Growth', 'Career', 'Interviews', 'ReactJS', 'Career Coaching']",,United Kingdom,,,
1152,Kersley Joseph,"['Security Engineering', 'Threat Detection', 'AWS', 'Virtualization', 'Linux', 'Python', 'Leadership', 'splunk', 'bash', 'risk management', 'Security+ Mentor', 'CISSP Mentor']",,United States of America,5.0,2.0,
1153,Ramon Morcillo,"['React', 'CSS', 'JavaScript', 'ReactJS', 'Web Development', 'Entrepreneurship', 'entrepreneur', 'Frontend', 'Founder']",,United Kingdom,,,
1154,Hari Dulipudi,"['Entrepreneurship', 'Bootstrapping', 'Product Management', 'SustAInable businesses', 'SaaS', 'SEO', 'Growth Hacking', 'Business', 'Marketing', 'Management', 'Startup', 'Growth', 'Software Engineering', 'Mobile Developement', 'Product Development', 'Product Development', 'content Marketing', 'Founder', 'Product', 'Strategy', 'Engineering']",,Australia,4.9,8.0,
1155,David Shariff,"['Engineering', 'Tech advisor', 'cto coach', 'Product Development', 'manager', 'Management', 'Product Management', 'Career Growth', 'Marketing', 'Leadership', 'Data Science']",,Taiwan,,,
1156,Edric Gan,"['React', 'Java', 'JavaScript', 'Spring boot', 'Microservices', 'Productivity', 'AWS', 'Docker', 'Typescript', 'Python', 'Architecture', 'Backend', 'Coding']",,Singapore,5.0,3.0,
1157,Agnieszka Wojtkun,"['Marketing Automation', 'E-Mail Marketing', 'digital business Strategy', 'e-Commerce', 'Marketing Analytics', 'digital audits', 'Marketing Career', 'Marketing', 'Growth', 'Career', 'Interview', 'Digital Marketing', 'CV', 'Interviews', 'Growth Marketing', 'Career Growth', 'Product Strategy']",,Poland,,,
1158,Tamajit Mukherjee,"['Product Management', 'Data Analytics', 'User Experience', 'User Research', 'Wireframing', 'Product Led Growth', 'App Store Optimization', 'Early stage Startups', 'Fundraising', 'Product Design', 'Product Marketing', 'Product', '']",,India,,,
1159,Nestor Vazquez,"['Technical SEO', 'Local SEO', 'SEO for Publishers', 'News SEO', 'eCommerce SEO', 'CRO', 'E-Commerce', 'SEO', 'Content Marketing', 'Paid Ads', 'Marketing', 'Growth', 'Growth Marketing', 'Conversion Rate Optimization', 'conversion optimization', 'Information Architecture', 'Digital Marketing']",,Mexico,,,
1160,Ioana Brooks,"['React-Native', 'Typescript', 'JavaScript', 'React.js']",,United States of America,,,
1161,"Tony Pan, MBA","['Resume', 'Mock interview', 'Business Case', 'Communication', 'Problem Solving', 'Data Analytics', 'SQL', 'Tableau', 'Consulting', 'Finance', 'Marketing', 'Public Speaking', 'Public Speaking']",,Canada,5.0,2.0,
